pokedex_number,pokemon_name,type_1,type_2,shape,height,weight,bmi,hit_points,attack,defense,special_attack,special_defense,speed,total_stats,mean,standard_deviation,capture_rate,generation,base_happiness,base_experience,exp_type,exp_to_level_100,can_evolve,evolves_from,final_evolution,mega_evolution,is_default,baby_pokemon,alolan_form,galarian_form,forms_switchable,legendary,mythical,genderless,female_rate,genus,egg_group_1,egg_group_2,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
264,Galarian Linoone,Dark,Normal,Quadruped,0.5,32.5,130.0,78,70,61,50,61,100,420,70.0,15.95,90,8,70,147,Medium Fast,1000000,True,Zigzagoon,False,False,False,False,False,True,False,False,False,False,0.5,Rushing ,Field,,15,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.5,1.0,2.0
264,Linoone,Normal,,Quadruped,0.5,32.5,130.0,78,70,61,50,61,100,420,70.0,15.95,90,3,70,147,Medium Fast,1000000,True,Zigzagoon,True,False,True,False,False,False,False,False,False,False,0.5,Rushing ,Field,,15,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
265,Wurmple,Bug,,Armor,0.3,3.6,40.0,45,45,35,20,30,20,195,32.5,10.31,255,3,70,56,Medium Fast,1000000,True,,False,False,True,False,False,False,False,False,False,False,0.5,Worm ,Bug,,15,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
266,Silcoon,Bug,,Ball,0.6,10.0,27.8,50,35,55,25,25,15,205,34.17,14.26,120,3,70,72,Medium Fast,1000000,False,Wurmple,False,False,True,False,False,False,False,False,False,False,0.5,Cocoon ,Bug,,15,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
267,Beautifly,Bug,Flying,Bug-Wings,1.0,28.4,28.4,60,70,50,100,50,65,395,65.83,16.94,45,3,70,178,Medium Fast,1000000,False,Silcoon,True,False,True,False,False,False,False,False,False,False,0.5,Butterfly ,Bug,,15,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
268,Cascoon,Bug,,Ball,0.7,11.5,23.5,50,35,55,25,25,15,205,34.17,14.26,120,3,70,72,Medium Fast,1000000,False,Wurmple,False,False,True,False,False,False,False,False,False,False,0.5,Cocoon ,Bug,,15,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
269,Dustox,Bug,Poison,Bug-Wings,1.2,31.6,21.9,60,50,70,50,90,65,385,64.17,13.67,45,3,70,173,Medium Fast,1000000,False,Cascoon,True,False,True,False,False,False,False,False,False,False,0.5,Poison Moth ,Bug,,15,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
270,Lotad,Water,Grass,Armor,0.5,2.6,10.4,40,30,30,40,50,30,220,36.67,7.45,255,3,70,44,Medium Slow,1059860,True,,False,False,True,False,False,False,False,False,False,False,0.5,Water Weed ,Water 1,Grass,15,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
271,Lombre,Water,Grass,Humanoid,1.2,32.5,22.6,60,50,50,60,70,50,340,56.67,7.45,120,3,70,119,Medium Slow,1059860,True,Lotad,False,False,True,False,False,False,False,False,False,False,0.5,Jolly ,Water 1,Grass,15,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
272,Ludicolo,Water,Grass,Humanoid,1.5,55.0,24.4,80,70,70,90,100,70,480,80.0,11.55,45,3,70,216,Medium Slow,1059860,False,Lombre,True,False,True,False,False,False,False,False,False,False,0.5,Carefree ,Water 1,Grass,15,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
273,Seedot,Grass,,Legs,0.5,4.0,16.0,40,40,50,30,30,30,220,36.67,7.45,255,3,70,44,Medium Slow,1059860,True,,False,False,True,False,False,False,False,False,False,False,0.5,Acorn ,Field,Grass,15,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
274,Nuzleaf,Grass,Dark,Humanoid,1.0,28.0,28.0,70,70,40,60,40,60,340,56.67,12.47,120,3,70,119,Medium Slow,1059860,True,Seedot,False,False,True,False,False,False,False,False,False,False,0.5,Wily ,Field,Grass,15,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0
275,Shiftry,Grass,Dark,Humanoid,1.3,59.6,35.3,90,100,60,90,60,80,480,80.0,15.28,45,3,70,216,Medium Slow,1059860,False,Nuzleaf,True,False,True,False,False,False,False,False,False,False,0.5,Wicked ,Field,Grass,15,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0
276,Taillow,Normal,Flying,Wings,0.3,2.3,25.6,40,55,30,30,30,85,270,45.0,20.0,200,3,70,54,Medium Slow,1059860,True,,False,False,True,False,False,False,False,False,False,False,0.5,Tiny Swallow ,Flying,,15,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
277,Swellow,Normal,Flying,Wings,0.7,19.8,40.4,60,85,60,75,50,125,455,75.83,24.73,45,3,70,159,Medium Slow,1059860,False,Taillow,True,False,True,False,False,False,False,False,False,False,0.5,Swallow ,Flying,,15,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
278,Wingull,Water,Flying,Wings,0.6,9.5,26.4,40,30,30,55,30,85,270,45.0,20.0,190,3,70,54,Medium Fast,1000000,True,,False,False,True,False,False,False,False,False,False,False,0.5,Seagull ,Water 1,Flying,20,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
279,Pelipper,Water,Flying,Wings,1.2,28.0,19.4,60,50,100,95,70,65,440,73.33,18.18,45,3,70,154,Medium Fast,1000000,False,Wingull,True,False,True,False,False,False,False,False,False,False,0.5,Water Bird ,Water 1,Flying,20,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
280,Ralts,Psychic,Fairy,Humanoid,0.4,6.6,41.3,28,25,25,45,35,40,198,33.0,7.64,235,3,35,40,Slow,1250000,True,,False,False,True,False,False,False,False,False,False,False,0.5,Feeling ,Human-Like,Amorphous,20,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
281,Kirlia,Psychic,Fairy,Humanoid,0.8,20.2,31.6,38,35,35,65,55,50,278,46.33,11.28,120,3,35,97,Slow,1250000,True,Ralts,False,False,True,False,False,False,False,False,False,False,0.5,Emotion ,Human-Like,Amorphous,20,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
282,Gardevoir,Psychic,Fairy,Humanoid,1.6,48.4,18.9,68,65,65,125,115,80,518,86.33,24.51,45,3,35,233,Slow,1250000,False,Kirlia,True,False,True,False,False,False,True,False,False,False,0.5,Embrace ,Human-Like,Amorphous,20,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
282,Mega Gardevoir,Psychic,Fairy,Humanoid,1.6,48.4,18.9,68,85,65,165,135,100,618,103.0,36.22,45,6,35,278,Slow,1250000,False,Kirlia,True,True,False,False,False,False,True,False,False,False,0.5,Embrace ,Human-Like,Amorphous,20,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
283,Surskit,Bug,Water,Armor,0.5,1.7,6.8,40,30,32,50,52,65,269,44.83,12.2,200,3,70,54,Medium Fast,1000000,True,,False,False,True,False,False,False,False,False,False,False,0.5,Pond Skater ,Water 1,Bug,15,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
284,Masquerain,Bug,Flying,Bug-Wings,0.8,3.6,5.6,70,60,62,100,82,80,454,75.67,13.63,75,3,70,159,Medium Fast,1000000,False,Surskit,True,False,True,False,False,False,False,False,False,False,0.5,Eyeball ,Water 1,Bug,15,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
285,Shroomish,Grass,,Legs,0.4,4.5,28.1,60,40,60,40,60,35,295,49.17,10.96,255,3,70,59,Fluctuating,1640000,True,,False,False,True,False,False,False,False,False,False,False,0.5,Mushroom ,Fairy,Grass,15,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
286,Breloom,Grass,Fighting,Upright,1.2,39.2,27.2,60,130,80,60,60,70,460,76.67,24.94,90,3,70,161,Fluctuating,1640000,False,Shroomish,True,False,True,False,False,False,False,False,False,False,0.5,Mushroom ,Fairy,Grass,15,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0
287,Slakoth,Normal,,Quadruped,0.8,24.0,37.5,60,60,60,35,35,30,280,46.67,13.44,255,3,70,56,Slow,1250000,True,,False,False,True,False,False,False,False,False,False,False,0.5,Slacker ,Field,,15,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
288,Vigoroth,Normal,,Upright,1.4,46.5,23.7,80,80,80,55,55,90,440,73.33,13.44,120,3,70,154,Slow,1250000,True,Slakoth,False,False,True,False,False,False,False,False,False,False,0.5,Wild Monkey ,Field,,15,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
289,Slaking,Normal,,Humanoid,2.0,130.5,32.6,150,160,100,95,65,100,670,111.67,33.0,45,3,70,252,Slow,1250000,False,Vigoroth,True,False,True,False,False,False,False,False,False,False,0.5,Lazy ,Field,,15,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
290,Nincada,Bug,Ground,Armor,0.5,5.5,22.0,31,45,90,30,30,40,266,44.33,21.19,255,3,70,53,Erratic,600000,True,,False,False,True,False,False,False,False,False,False,False,0.5,Trainee ,Bug,,15,1.0,2.0,2.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
291,Ninjask,Bug,Flying,Bug-Wings,0.8,12.0,18.8,61,90,45,50,50,160,456,76.0,40.39,120,3,70,160,Erratic,600000,False,Nincada,True,False,True,False,False,False,False,False,False,False,0.5,Ninja ,Bug,,15,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
292,Shedinja,Bug,Ghost,Blob,0.8,1.2,1.9,1,90,45,30,30,40,236,39.33,26.59,45,3,70,83,Erratic,600000,False,Nincada,True,False,True,False,False,False,False,False,False,True,0.0,Shed ,Mineral,,15,0.0,2.0,1.0,1.0,0.5,1.0,0.0,0.5,0.5,2.0,1.0,0.5,2.0,2.0,1.0,2.0,1.0,1.0
293,Whismur,Normal,,Upright,0.6,16.3,45.3,64,51,23,51,23,28,240,40.0,16.02,190,3,70,48,Medium Slow,1059860,True,,False,False,True,False,False,False,False,False,False,False,0.5,Whisper ,Monster,Field,20,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
294,Loudred,Normal,,Upright,1.0,40.5,40.5,84,71,43,71,43,48,360,60.0,16.02,120,3,70,126,Medium Slow,1059860,True,Whismur,False,False,True,False,False,False,False,False,False,False,0.5,Big Voice ,Monster,Field,20,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
295,Exploud,Normal,,Upright,1.5,84.0,37.3,104,91,63,91,73,68,490,81.67,14.62,45,3,70,221,Medium Slow,1059860,False,Loudred,True,False,True,False,False,False,False,False,False,False,0.5,Loud Noise ,Monster,Field,20,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
296,Makuhita,Fighting,,Humanoid,1.0,86.4,86.4,72,60,30,20,30,25,237,39.5,19.35,180,3,70,47,Fluctuating,1640000,True,,False,False,True,False,False,False,False,False,False,False,0.25,Guts ,Human-Like,,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
297,Hariyama,Fighting,,Humanoid,2.3,253.8,48.0,144,120,60,40,60,50,474,79.0,38.71,200,3,70,166,Fluctuating,1640000,False,Makuhita,True,False,True,False,False,False,False,False,False,False,0.25,Arm Thrust ,Human-Like,,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
298,Azurill,Normal,Fairy,Legs,0.2,2.0,50.0,50,20,40,20,40,20,190,31.67,12.13,150,3,70,38,Fast,800000,True,,False,False,True,True,False,False,False,False,False,False,0.75,Polka Dot ,Undiscovered,,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,2.0,1.0
299,Nosepass,Rock,,Humanoid,1.0,97.0,97.0,30,45,135,45,90,30,375,62.5,38.16,255,3,70,75,Medium Fast,1000000,True,,False,False,True,False,False,False,False,False,False,False,0.5,Compass ,Mineral,,20,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
300,Skitty,Normal,,Quadruped,0.6,11.0,30.6,50,45,45,35,35,50,260,43.33,6.24,255,3,70,52,Fast,800000,True,,False,False,True,False,False,False,False,False,False,False,0.75,Kitten ,Field,Fairy,15,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
301,Delcatty,Normal,,Quadruped,1.1,32.6,26.9,70,65,65,55,55,90,400,66.67,11.79,60,3,70,140,Fast,800000,False,Skitty,True,False,True,False,False,False,False,False,False,False,0.75,Prim ,Field,Fairy,15,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
302,Mega Sableye,Dark,Ghost,Humanoid,0.5,161.0,644.0,50,85,125,85,115,20,480,80.0,36.06,45,6,35,168,Medium Slow,1059860,False,,True,True,False,False,False,False,True,False,False,False,0.5,Darkness ,Human-Like,,25,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
302,Sableye,Dark,Ghost,Humanoid,0.5,11.0,44.0,50,75,75,65,65,50,380,63.33,10.27,45,3,35,133,Medium Slow,1059860,False,,True,False,True,False,False,False,True,False,False,False,0.5,Darkness ,Human-Like,,25,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
303,Mawile,Steel,Fairy,Humanoid,0.6,11.5,31.9,50,85,85,55,55,50,380,63.33,15.46,45,3,70,133,Fast,800000,False,,True,False,True,False,False,False,True,False,False,False,0.5,Deceiver ,Field,Fairy,20,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5
303,Mega Mawile,Steel,Fairy,Humanoid,1.0,23.5,23.5,50,105,125,55,95,50,480,80.0,29.72,45,6,70,168,Fast,800000,False,,True,True,False,False,False,False,True,False,False,False,0.5,Deceiver ,Field,Fairy,20,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5
304,Aron,Steel,Rock,Quadruped,0.4,60.0,375.0,50,70,100,40,40,30,330,55.0,23.63,180,3,35,66,Slow,1250000,True,,False,False,True,False,False,False,False,False,False,False,0.5,Iron Armor ,Monster,,35,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
305,Lairon,Steel,Rock,Quadruped,0.9,120.0,148.1,60,90,140,50,50,40,430,71.67,34.36,90,3,35,151,Slow,1250000,True,Aron,False,False,True,False,False,False,False,False,False,False,0.5,Iron Armor ,Monster,,35,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
306,Aggron,Steel,Rock,Upright,2.1,360.0,81.6,70,110,180,60,60,50,530,88.33,45.25,45,3,35,239,Slow,1250000,False,Lairon,True,False,True,False,False,False,True,False,False,False,0.5,Iron Armor ,Monster,,35,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
306,Mega Aggron,Steel,,Upright,2.2,395.0,81.6,70,140,230,60,80,50,630,105.0,62.92,45,6,35,284,Slow,1250000,False,Lairon,True,True,False,False,False,False,True,False,False,False,0.5,Iron Armor ,Monster,,35,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5
307,Meditite,Fighting,Psychic,Humanoid,0.6,11.2,31.1,30,40,55,40,55,60,280,46.67,10.67,180,3,70,56,Medium Fast,1000000,True,,False,False,True,False,False,False,False,False,False,False,0.5,Meditate ,Human-Like,,20,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0
308,Medicham,Fighting,Psychic,Humanoid,1.3,31.5,18.6,60,60,75,60,75,80,410,68.33,8.5,90,3,70,144,Medium Fast,1000000,False,Meditite,True,False,True,False,False,False,True,False,False,False,0.5,Meditate ,Human-Like,,20,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0
308,Mega Medicham,Fighting,Psychic,Humanoid,1.3,31.5,18.6,60,100,85,80,85,100,510,85.0,13.54,90,6,70,179,Medium Fast,1000000,False,Meditite,True,True,False,False,False,False,True,False,False,False,0.5,Meditate ,Human-Like,,20,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0
309,Electrike,Electric,,Quadruped,0.6,15.2,42.2,40,45,40,65,40,65,295,49.17,11.33,120,3,70,59,Slow,1250000,True,,False,False,True,False,False,False,False,False,False,False,0.5,Lightning ,Field,,20,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
310,Manectric,Electric,,Quadruped,1.5,40.2,17.9,70,75,60,105,60,105,475,79.17,19.02,45,3,70,166,Slow,1250000,False,Electrike,True,False,True,False,False,False,True,False,False,False,0.5,Discharge ,Field,,20,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
310,Mega Manectric,Electric,,Quadruped,1.8,44.0,13.6,70,75,80,135,80,135,575,95.83,27.9,45,6,70,201,Slow,1250000,False,Electrike,True,True,False,False,False,False,True,False,False,False,0.5,Discharge ,Field,,20,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
311,Plusle,Electric,,Upright,0.4,4.2,26.3,60,50,40,85,75,95,405,67.5,19.31,200,3,70,142,Medium Fast,1000000,False,,True,False,True,False,False,False,False,False,False,False,0.5,Cheering ,Fairy,,20,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
312,Minun,Electric,,Upright,0.4,4.2,26.3,60,40,50,75,85,95,405,67.5,19.31,200,3,70,142,Medium Fast,1000000,False,,True,False,True,False,False,False,False,False,False,False,0.5,Cheering ,Fairy,,20,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
313,Volbeat,Bug,,Upright,0.7,17.7,36.1,65,73,75,47,85,85,430,71.67,13.05,150,3,70,151,Erratic,600000,False,,True,False,True,False,False,False,False,False,False,False,0.0,Firefly ,Bug,Human-Like,15,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
314,Illumise,Bug,,Humanoid,0.6,17.7,49.2,65,47,75,73,85,85,430,71.67,13.05,150,3,70,151,Fluctuating,1640000,False,,True,False,True,False,False,False,False,False,False,False,1.0,Firefly ,Bug,Human-Like,15,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
315,Roselia,Grass,Poison,Humanoid,0.3,2.0,22.2,50,60,45,100,80,65,400,66.67,18.63,150,3,70,140,Medium Slow,1059860,True,Budew,False,False,True,False,False,False,False,False,False,False,0.5,Thorn ,Fairy,Grass,20,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
316,Gulpin,Poison,,Arms,0.4,10.3,64.4,70,43,53,43,53,40,302,50.33,10.13,225,3,70,60,Fluctuating,1640000,True,,False,False,True,False,False,False,False,False,False,False,0.5,Stomach ,Amorphous,,20,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
317,Swalot,Poison,,Arms,1.7,80.0,27.7,100,73,83,73,83,55,467,77.83,13.62,75,3,70,163,Fluctuating,1640000,False,Gulpin,True,False,True,False,False,False,False,False,False,False,0.5,Poison Bag ,Amorphous,,20,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
318,Carvanha,Water,Dark,Fish,0.8,20.8,32.5,45,90,20,65,20,65,305,50.83,25.4,225,3,35,61,Slow,1250000,True,,False,False,True,False,False,False,False,False,False,False,0.5,Savage ,Water 2,,20,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
319,Mega Sharpedo,Water,Dark,Fish,2.5,130.3,20.8,70,140,70,110,65,105,560,93.33,27.34,60,6,35,196,Slow,1250000,False,Carvanha,True,True,False,False,False,False,True,False,False,False,0.5,Brutal ,Water 2,,20,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
319,Sharpedo,Water,Dark,Fish,1.8,88.8,27.4,70,120,40,95,40,95,460,76.67,29.67,60,3,35,161,Slow,1250000,False,Carvanha,True,False,True,False,False,False,True,False,False,False,0.5,Brutal ,Water 2,,20,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
320,Wailmer,Water,,Fish,2.0,130.0,32.5,130,70,35,70,35,60,400,66.67,31.84,125,3,70,80,Fluctuating,1640000,True,,False,False,True,False,False,False,False,False,False,False,0.5,Ball Whale ,Field,Water 2,40,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
321,Wailord,Water,,Fish,14.5,398.0,1.9,170,90,45,90,45,60,500,83.33,42.98,60,3,70,175,Fluctuating,1640000,False,Wailmer,True,False,True,False,False,False,False,False,False,False,0.5,Float Whale ,Field,Water 2,40,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
322,Numel,Fire,Ground,Quadruped,0.7,24.0,49.0,60,60,40,65,45,35,305,50.83,11.33,255,3,70,61,Medium Fast,1000000,True,,False,False,True,False,False,False,False,False,False,False,0.5,Numb ,Field,,20,1.0,0.5,4.0,0.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
323,Camerupt,Fire,Ground,Quadruped,1.9,220.0,60.9,70,100,70,105,75,40,460,76.67,21.54,150,3,70,161,Medium Fast,1000000,False,Numel,True,False,True,False,False,False,True,False,False,False,0.5,Eruption ,Field,,20,1.0,0.5,4.0,0.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
323,Mega Camerupt,Fire,Ground,Quadruped,2.5,320.5,51.3,70,120,100,145,105,20,560,93.33,39.76,150,6,70,196,Medium Fast,1000000,False,Numel,True,True,False,False,False,False,True,False,False,False,0.5,Eruption ,Field,,20,1.0,0.5,4.0,0.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
324,Torkoal,Fire,,Quadruped,0.5,80.4,321.6,70,85,140,85,70,20,470,78.33,35.2,90,3,70,165,Medium Fast,1000000,False,,True,False,True,False,False,False,False,False,False,False,0.5,Coal ,Field,,20,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
325,Spoink,Psychic,,Arms,0.7,30.6,62.4,60,25,35,70,80,60,330,55.0,19.15,255,3,70,66,Fast,800000,True,,False,False,True,False,False,False,False,False,False,False,0.5,Bounce ,Field,,20,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
326,Grumpig,Psychic,,Upright,0.9,71.5,88.3,80,45,65,90,110,80,470,78.33,20.14,60,3,70,165,Fast,800000,False,Spoink,True,False,True,False,False,False,False,False,False,False,0.5,Manipulate ,Field,,20,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
