SRK_pok,pokemon_name,type_1,type_2,height,weight,hit_points,attack,defense,total_stats,capture_rate,generation,base_happiness,base_experience,exp_type,evolves_from,mega_evolution,alolan_form,galarian_form,forms_switchable,legendary,mythical,genderless,female_rate,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
484,Palkia,Water,Dragon,4.2,336.0,90,120,100,680,3,4,0,306,Slow, ,False,False,False,False,True,False,True,0.0,120,1.0,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0
485,Heatran,Fire,Steel,1.7,430.0,91,90,106,600,3,4,100,270,Slow, ,False,False,False,False,True,False,False,0.5,10,0.5,1.0,2.0,1.0,0.25,0.25,2.0,0.0,4.0,0.5,0.5,0.25,1.0,1.0,0.5,1.0,0.25,0.25
486,Regigigas,Normal, ,3.7,420.0,110,160,110,670,3,4,0,302,Slow, ,False,False,False,False,True,False,True,0.0,120,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
487,Giratina Altered,Ghost,Dragon,4.5,750.0,150,100,120,680,3,4,0,306,Slow, ,False,False,False,True,True,False,True,0.0,120,0.0,0.5,0.5,0.5,0.5,2.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,1.0,2.0
488,Cresselia,Psychic, ,1.5,85.6,120,70,120,600,3,4,100,270,Slow, ,False,False,False,False,True,False,False,1.0,120,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
489,Phione,Water, ,0.4,3.1,80,80,80,480,30,4,70,216,Slow, ,False,False,False,False,False,True,True,0.0,40,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
490,Manaphy,Water, ,0.3,1.4,100,100,100,600,3,4,70,270,Slow, ,False,False,False,False,False,True,True,0.0,10,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
491,Darkrai,Dark, ,1.5,50.5,70,90,90,600,3,4,0,270,Slow, ,False,False,False,False,False,True,True,0.0,120,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
492,Shaymin Land,Grass, ,0.2,2.1,100,100,100,600,45,4,100,270,Medium Slow, ,False,False,False,True,False,True,True,0.0,120,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
493,Arceus,Normal, ,3.2,320.0,120,120,120,720,3,4,0,324,Slow, ,False,False,False,True,False,True,True,0.0,120,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
494,Victini,Psychic,Fire,0.4,4.0,100,100,100,600,3,5,100,270,Slow, ,False,False,False,False,False,True,True,0.0,120,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5
495,Snivy,Grass, ,0.6,8.1,45,45,55,308,45,5,70,62,Medium Slow, ,False,False,False,False,False,False,False,0.125,20,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
496,Servine,Grass, ,0.8,16.0,60,60,75,413,45,5,70,145,Medium Slow,Snivy,False,False,False,False,False,False,False,0.125,20,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
497,Serperior,Grass, ,3.3,63.0,75,75,95,528,45,5,70,238,Medium Slow,Servine,False,False,False,False,False,False,False,0.125,20,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
498,Tepig,Fire, ,0.5,9.9,65,63,45,308,45,5,70,62,Medium Slow, ,False,False,False,False,False,False,False,0.125,20,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
499,Pignite,Fire,Fighting,1.0,55.5,90,93,55,418,45,5,70,146,Medium Slow,Tepig,False,False,False,False,False,False,False,0.125,20,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
500,Emboar,Fire,Fighting,1.6,150.0,110,123,65,528,45,5,70,238,Medium Slow,Pignite,False,False,False,False,False,False,False,0.125,20,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
501,Oshawott,Water, ,0.5,5.9,55,55,45,308,45,5,70,62,Medium Slow, ,False,False,False,False,False,False,False,0.125,20,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
502,Dewott,Water, ,0.8,24.5,75,75,60,413,45,5,70,145,Medium Slow,Oshawott,False,False,False,False,False,False,False,0.125,20,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
503,Samurott,Water, ,1.5,94.6,95,100,85,528,45,5,70,238,Medium Slow,Dewott,False,False,False,False,False,False,False,0.125,20,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
504,Patrat,Normal, ,0.5,11.6,45,55,39,255,255,5,70,51,Medium Fast, ,False,False,False,False,False,False,False,0.5,15,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
505,Watchog,Normal, ,1.1,27.0,60,85,69,420,255,5,70,147,Medium Fast,Patrat,False,False,False,False,False,False,False,0.5,20,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
506,Lillipup,Normal, ,0.4,4.1,45,60,45,275,255,5,70,55,Medium Slow, ,False,False,False,False,False,False,False,0.5,15,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
507,Herdier,Normal, ,0.9,14.7,65,80,65,370,120,5,70,130,Medium Slow,Lillipup,False,False,False,False,False,False,False,0.5,15,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
508,Stoutland,Normal, ,1.2,61.0,85,110,90,500,45,5,70,225,Medium Slow,Herdier,False,False,False,False,False,False,False,0.5,15,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
509,Purrloin,Dark, ,0.4,10.1,41,50,37,281,255,5,70,56,Medium Fast, ,False,False,False,False,False,False,False,0.5,20,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
510,Liepard,Dark, ,1.1,37.5,64,88,50,446,90,5,70,156,Medium Fast,Purrloin,False,False,False,False,False,False,False,0.5,20,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
511,Pansage,Grass, ,0.6,10.5,50,53,48,316,190,5,70,63,Medium Fast, ,False,False,False,False,False,False,False,0.125,20,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
512,Simisage,Grass, ,1.1,30.5,75,98,63,498,75,5,70,174,Medium Fast,Pansage,False,False,False,False,False,False,False,0.125,20,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
513,Pansear,Fire, ,0.6,11.0,50,53,48,316,190,5,70,63,Medium Fast, ,False,False,False,False,False,False,False,0.125,20,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
514,Simisear,Fire, ,1.0,28.0,75,98,63,498,75,5,70,174,Medium Fast,Pansear,False,False,False,False,False,False,False,0.125,20,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
515,Panpour,Water, ,0.6,13.5,50,53,48,316,190,5,70,63,Medium Fast, ,False,False,False,False,False,False,False,0.125,20,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
516,Simipour,Water, ,1.0,29.0,75,98,63,498,75,5,70,174,Medium Fast,Panpour,False,False,False,False,False,False,False,0.125,20,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
517,Munna,Psychic, ,0.6,23.3,76,25,45,292,190,5,70,58,Fast, ,False,False,False,False,False,False,False,0.5,10,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
518,Musharna,Psychic, ,1.1,60.5,116,55,85,487,75,5,70,170,Fast,Munna,False,False,False,False,False,False,False,0.5,10,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
519,Pidove,Normal,Flying,0.3,2.1,50,55,50,264,255,5,70,53,Medium Slow, ,False,False,False,False,False,False,False,0.5,15,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
520,Tranquill,Normal,Flying,0.6,15.0,62,77,62,358,120,5,70,125,Medium Slow,Pidove,False,False,False,False,False,False,False,0.5,15,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
521,Unfezant,Normal,Flying,1.2,29.0,80,115,80,488,45,5,70,220,Medium Slow,Tranquill,False,False,False,False,False,False,False,0.5,15,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
522,Blitzle,Electric, ,0.8,29.8,45,60,32,295,190,5,70,59,Medium Fast, ,False,False,False,False,False,False,False,0.5,20,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
523,Zebstrika,Electric, ,1.6,79.5,75,100,63,497,75,5,70,174,Medium Fast,Blitzle,False,False,False,False,False,False,False,0.5,20,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
524,Roggenrola,Rock, ,0.4,18.0,55,75,85,280,255,5,70,56,Medium Slow, ,False,False,False,False,False,False,False,0.5,15,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
525,Boldore,Rock, ,0.9,102.0,70,105,105,390,120,5,70,137,Medium Slow,Roggenrola,False,False,False,False,False,False,False,0.5,15,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
526,Gigalith,Rock, ,1.7,260.0,85,135,130,515,45,5,70,232,Medium Slow,Boldore,False,False,False,False,False,False,False,0.5,15,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
527,Woobat,Psychic,Flying,0.4,2.1,65,45,43,323,190,5,70,65,Medium Fast, ,False,False,False,False,False,False,False,0.5,15,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
528,Swoobat,Psychic,Flying,0.9,10.5,67,57,55,425,45,5,70,149,Medium Fast,Woobat,False,False,False,False,False,False,False,0.5,15,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
529,Drilbur,Ground, ,0.3,8.5,60,85,40,328,120,5,70,66,Medium Fast, ,False,False,False,False,False,False,False,0.5,20,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
530,Excadrill,Ground,Steel,0.7,40.4,110,135,60,508,60,5,70,178,Medium Fast,Drilbur,False,False,False,False,False,False,False,0.5,20,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5
531,Audino,Normal, ,1.1,31.0,103,60,86,445,255,5,70,390,Fast, ,False,False,False,True,False,False,False,0.5,20,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
532,Timburr,Fighting, ,0.6,12.5,75,80,55,305,180,5,70,61,Medium Slow, ,False,False,False,False,False,False,False,0.25,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
533,Gurdurr,Fighting, ,1.2,40.0,85,105,85,405,90,5,70,142,Medium Slow,Timburr,False,False,False,False,False,False,False,0.25,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
534,Conkeldurr,Fighting, ,1.4,87.0,105,140,95,505,45,5,70,227,Medium Slow,Gurdurr,False,False,False,False,False,False,False,0.25,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
535,Tympole,Water, ,0.5,4.5,50,50,40,294,255,5,70,59,Medium Slow, ,False,False,False,False,False,False,False,0.5,20,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
536,Palpitoad,Water,Ground,0.8,17.0,75,65,55,384,120,5,70,134,Medium Slow,Tympole,False,False,False,False,False,False,False,0.5,20,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
537,Seismitoad,Water,Ground,1.5,62.0,105,95,75,509,45,5,70,229,Medium Slow,Palpitoad,False,False,False,False,False,False,False,0.5,20,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
538,Throh,Fighting, ,1.3,55.5,120,100,85,465,45,5,70,163,Medium Fast, ,False,False,False,False,False,False,False,0.0,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
539,Sawk,Fighting, ,1.4,51.0,75,125,75,465,45,5,70,163,Medium Fast, ,False,False,False,False,False,False,False,0.0,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
540,Sewaddle,Bug,Grass,0.3,2.5,45,53,70,310,255,5,70,62,Medium Slow, ,False,False,False,False,False,False,False,0.5,15,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
541,Swadloon,Bug,Grass,0.5,7.3,55,63,90,380,120,5,70,133,Medium Slow,Sewaddle,False,False,False,False,False,False,False,0.5,15,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
542,Leavanny,Bug,Grass,1.2,20.5,75,103,80,500,45,5,70,225,Medium Slow,Swadloon,False,False,False,False,False,False,False,0.5,15,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
543,Venipede,Bug,Poison,0.4,5.3,30,45,59,260,255,5,70,52,Medium Slow, ,False,False,False,False,False,False,False,0.5,15,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
544,Whirlipede,Bug,Poison,1.2,58.5,40,55,99,360,120,5,70,126,Medium Slow,Venipede,False,False,False,False,False,False,False,0.5,15,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
545,Scolipede,Bug,Poison,2.5,200.5,60,100,89,485,45,5,70,218,Medium Slow,Whirlipede,False,False,False,False,False,False,False,0.5,20,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
546,Cottonee,Grass,Fairy,0.3,0.6,40,27,60,280,190,5,70,56,Medium Fast, ,False,False,False,False,False,False,False,0.5,20,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0
547,Whimsicott,Grass,Fairy,0.7,6.6,60,67,85,480,75,5,70,168,Medium Fast,Cottonee,False,False,False,False,False,False,False,0.5,20,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0
548,Petilil,Grass, ,0.5,6.6,45,35,50,280,190,5,70,56,Medium Fast, ,False,False,False,False,False,False,False,1.0,20,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
549,Lilligant,Grass, ,1.1,16.3,70,60,75,480,75,5,70,168,Medium Fast,Petilil,False,False,False,False,False,False,False,1.0,20,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
550,Basculin Blue Striped,Water, ,1.0,18.0,70,92,65,460,25,4,70,161,Medium Fast, ,False,False,False,False,False,False,False,0.5,40,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
551,Sandile,Ground,Dark,0.7,15.2,50,72,35,292,180,5,70,58,Medium Slow, ,False,False,False,False,False,False,False,0.5,20,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0
552,Krokorok,Ground,Dark,1.0,33.4,60,82,45,351,90,5,70,123,Medium Slow,Sandile,False,False,False,False,False,False,False,0.5,20,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0
553,Krookodile,Ground,Dark,1.5,96.3,95,117,80,519,45,5,70,234,Medium Slow,Krokorok,False,False,False,False,False,False,False,0.5,20,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0
554,Darumaka,Fire, ,0.6,37.5,70,90,45,315,120,5,70,63,Medium Slow, ,False,False,False,False,False,False,False,0.5,20,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
555,Darmanitan,Fire, ,1.3,92.9,105,140,55,480,60,5,70,168,Medium Slow,Darumaka,False,False,False,True,False,False,False,0.5,20,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
556,Maractus,Grass, ,1.0,28.0,75,86,67,461,255,5,70,161,Medium Fast, ,False,False,False,False,False,False,False,0.5,20,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
557,Dwebble,Bug,Rock,0.3,14.5,50,65,85,325,190,5,70,65,Medium Fast, ,False,False,False,False,False,False,False,0.5,20,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
558,Crustle,Bug,Rock,1.4,200.0,70,105,125,485,75,5,70,170,Medium Fast,Dwebble,False,False,False,False,False,False,False,0.5,20,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
559,Scraggy,Dark,Fighting,0.6,11.8,50,75,70,348,180,5,35,70,Medium Fast, ,False,False,False,False,False,False,False,0.5,15,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.5,0.5,1.0,0.25,1.0,4.0
560,Scrafty,Dark,Fighting,1.1,30.0,65,90,115,488,90,5,70,171,Medium Fast,Scraggy,False,False,False,False,False,False,False,0.5,15,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.5,0.5,1.0,0.25,1.0,4.0
561,Sigilyph,Psychic,Flying,1.4,14.0,72,58,80,490,45,5,70,172,Medium Fast, ,False,False,False,False,False,False,False,0.5,20,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
562,Galarian Yamask,Ground,Ghost,0.5,1.5,38,55,85,303,190,8,70,61,Medium Fast, ,False,False,True,False,False,False,False,0.5,25,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0
563,Cofagrigus,Ghost, ,1.7,76.5,58,50,145,483,90,5,70,169,Medium Fast,Yamask,False,False,False,False,False,False,False,0.5,25,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
564,Tirtouga,Water,Rock,0.7,16.5,54,78,103,355,45,5,70,71,Medium Fast, ,False,False,False,False,False,False,False,0.125,30,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
565,Carracosta,Water,Rock,1.2,81.0,74,108,133,495,45,5,70,173,Medium Fast,Tirtouga,False,False,False,False,False,False,False,0.125,30,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
566,Archen,Rock,Flying,0.5,9.5,55,112,45,401,45,5,70,71,Medium Fast, ,False,False,False,False,False,False,False,0.125,30,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0
567,Archeops,Rock,Flying,1.4,32.0,75,140,65,567,45,5,70,177,Medium Fast,Archen,False,False,False,False,False,False,False,0.125,30,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0
568,Trubbish,Poison, ,0.6,31.0,50,50,62,329,190,5,70,66,Medium Fast, ,False,False,False,False,False,False,False,0.5,20,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
569,Garbodor,Poison, ,1.9,107.3,80,95,82,474,60,5,70,166,Medium Fast,Trubbish,False,False,False,False,False,False,False,0.5,20,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
570,Zorua,Dark, ,0.7,12.5,40,65,40,330,75,5,70,66,Medium Slow, ,False,False,False,False,False,False,False,0.125,25,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
571,Zoroark,Dark, ,1.6,81.1,60,105,60,510,45,5,70,179,Medium Slow,Zorua,False,False,False,False,False,False,False,0.125,20,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
572,Minccino,Normal, ,0.4,5.8,55,50,40,300,255,5,70,60,Fast, ,False,False,False,False,False,False,False,0.75,15,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
573,Cinccino,Normal, ,0.5,7.5,75,95,60,470,60,5,70,165,Fast,Minccino,False,False,False,False,False,False,False,0.75,15,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
574,Gothita,Psychic, ,0.4,5.8,45,30,50,290,200,5,70,58,Medium Slow, ,False,False,False,False,False,False,False,0.75,20,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
575,Gothorita,Psychic, ,0.7,18.0,60,45,70,390,100,5,70,137,Medium Slow,Gothita,False,False,False,False,False,False,False,0.75,20,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
576,Gothitelle,Psychic, ,1.5,44.0,70,55,95,490,50,5,70,221,Medium Slow,Gothorita,False,False,False,False,False,False,False,0.75,20,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
577,Solosis,Psychic, ,0.3,1.0,45,30,40,290,200,5,70,58,Medium Slow, ,False,False,False,False,False,False,False,0.5,20,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
578,Duosion,Psychic, ,0.6,8.0,65,40,50,370,100,5,70,130,Medium Slow,Solosis,False,False,False,False,False,False,False,0.5,20,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
579,Reuniclus,Psychic, ,1.0,20.1,110,65,75,490,50,5,70,221,Medium Slow,Duosion,False,False,False,False,False,False,False,0.5,20,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
580,Ducklett,Water,Flying,0.5,5.5,62,44,50,305,190,5,70,61,Medium Fast, ,False,False,False,False,False,False,False,0.5,20,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
